node_id,code,label,full_label,depth,ontology_description,llm_description,llm_model
http://example.org/competencies#GRNTI_02_15_21,02.15.21,Бытие. Материя. Сознание,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Бытие. Материя. Сознание,3,Бытие. Материя. Сознание,"Раздел «Философия», область «Общефилософские проблемы» включает концепт «Бытие. Материя. Сознание» (02.15.21), посвящённый фундаментальным вопросам онтологии и теории сознания. В рамках концепта исследуются категории бытия (being), материи (matter), сознания (consciousness) и их взаимосвязи, а также понятия реальности (reality) и субстанции (substance). Типичные задачи — анализ природы материального и идеального, осмысление статуса объективного и субъективного в структуре реальности. Методы исследования включают философскую рефлексию, категориальный и диалектический анализ. Результаты находят применение в теоретической философии и междисциплинарных исследованиях на стыке философии и когнитивных наук.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_15_31,02.15.31,Познание,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Познание,3,Познание,"Познание (cognition) в рамках общефилософских проблем изучает процессы получения, обработки и осмысления знаний о мире. В центре внимания — такие категории, как субъект познания, объект познания, истина (truth), эмпирическое и теоретическое знание. Концепт затрагивает вопросы гносеологии (теории познания, эпистемологии) и механизмов формирования представлений о реальности. Исследуются, в частности, методы чувственного и рационального познания, критерии достоверности знания, соотношение опыта и абстракции. Прикладное значение проблематики проявляется, например, в психологии познания и разработке моделей искусственного интеллекта, где осмысляются алгоритмы обработки информации и механизмы формирования когнитивных схем.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_15_41,02.15.41,Законы и категории диалектики,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Законы и категории диалектики,3,Законы и категории диалектики,"Раздел «Философия», область «Общефилософские проблемы» включает концепт «Законы и категории диалектики» (02.15.41), посвящённый исследованию фундаментальных принципов развития и взаимосвязи явлений. В рамках концепта анализируются такие ключевые понятия, как противоречие (contradiction), единство и борьба противоположностей (unity and struggle of opposites), переход количественных изменений в качественные (transition of quantitative changes into qualitative ones), отрицание отрицания (negation of negation). Родственные понятия — диалектическая логика, принципы развития, законы изменения. Типичные задачи — выявление диалектических противоречий в социальных процессах, реконструкция динамики систем через призму категорий диалектики, моделирование циклов развития. Прикладное применение обнаруживается в методологии научного познания и анализе социально‑исторических процессов.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_15_51,02.15.51,Философия человека,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Философия человека,3,Философия человека,"Философия человека (philosophy of human being) — раздел философии в рамках общефилософских проблем, исследующий сущность и природу человека, его место в мире и специфику существования. В центре внимания — такие категории, как антропогенез, свобода воли (free will), смысл жизни, человеческое достоинство, экзистенция (existence). Близкие по смыслу понятия — философская антропология, антропологическая философия. В рамках направления анализируются проблемы соотношения биологического и социального в человеке, вопросы идентичности и самоопределения, исследуется феномен сознания и его связь с телесностью. Результаты исследований находят применение в этике, педагогике и социальной философии.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_15_61,02.15.61,Философия ценностей,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Философия ценностей,3,Философия ценностей,"Философия ценностей (axiology) как раздел философии в рамках общефилософских проблем изучает природу, структуру и иерархию ценностей (values), механизмы их формирования и роль в человеческой деятельности. В этом направлении исследуются такие понятия, как благо (good), смысл жизни, моральные и эстетические ценности. К ключевым задачам относятся анализ аксиологических систем, выявление соотношения абсолютных и относительных ценностей, изучение ценностных ориентаций личности и общества. Среди методов — концептуальный анализ, сравнительные исследования ценностных систем разных культур. Результаты исследований в области философии ценностей применяются в этике, культурологии и социальной философии.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_15_99,02.15.99,Другие общефилософские проблемы,Раздел: ФИЛОСОФИЯ. Область: Общефилософские проблемы. Другие общефилософские проблемы,3,Другие общефилософские проблемы,"Раздел «ФИЛОСОФИЯ», область «Общефилософские проблемы» включает концепт «Другие общефилософские проблемы» (02.15.99), охватывающий философские вопросы, не вошедшие в иные специализированные подразделы общефилософской тематики. В рамках этого концепта исследуются, например, философская антропология, метафизика (metaphysics), онтологические парадоксы и проблема свободы воли (problem of free will). Родственные понятия — «фундаментальные философские дилеммы», «неклассические философские проблемы», «метафизические вопросы». Типичные задачи — анализ пограничных философских категорий, реконструкция малоизученных философских концепций, осмысление нетрадиционных мировоззренческих установок. Прикладная значимость прослеживается в этике и в методологии научного познания, где требуется прояснить базовые концептуальные основания.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_21_05,02.21.05,Общие проблемы диалектической логики,Раздел: ФИЛОСОФИЯ. Область: Логика. Общие проблемы диалектической логики,3,Общие проблемы диалектической логики,"Раздел «Общие проблемы диалектической логики» (02.21.05) в рамках области «Логика» (02.21) раздела «Философия» охватывает исследования фундаментальных вопросов взаимодействия противоречий и развития в логических системах. В фокусе — такие понятия, как диалектическое противоречие (dialectical contradiction), единство противоположностей (unity of opposites), закон отрицания отрицания (law of negation of negation) и диалектическое мышление (dialectical thinking). Концепт затрагивает проблемы соотношения формальной и диалектической логики, моделирования диалектических процессов и анализа развития понятий. Родственные понятия — «диалектическая теория познания», «философия противоречия», «логика развития». Прикладное значение исследований проявляется в методологии научного познания и теории систем.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_21_11,02.21.11,Современное состояние логики,Раздел: ФИЛОСОФИЯ. Область: Логика. Современное состояние логики,3,Современное состояние логики,"Современное состояние логики (02.21.11) — раздел философии, в рамках которого анализируются актуальные тенденции и достижения в области логики. Исследуются такие понятия, как логические парадоксы (logical paradoxes), модальные логики (modal logics), неклассические логики (non‑classical logics) и семантика формальных языков (semantics of formal languages). В фокусе внимания — развитие логических теорий, сопоставление классических и современных подходов, а также моделирование рассуждений (reasoning modeling). К родственным понятиям относятся «актуальные проблемы логики» и «современные логические исследования». Результаты находят применение в искусственном интеллекте и теоретической информатике.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_21_21,02.21.21,Логические формы и законы,Раздел: ФИЛОСОФИЯ. Область: Логика. Логические формы и законы,3,Логические формы и законы,"Концепт «Логические формы и законы» в рамках области «Логика» раздела «Философия» охватывает изучение базовых структур рассуждения и принципов корректного вывода. В центре внимания — такие понятия, как умозаключение (inference), суждение (judgment), понятие (concept) и логический закон (logical law). Исследуются правила построения дедуктивных рассуждений, валидность аргументов и условия истинности высказываний. К родственным понятиям относятся «формы мышления», «законы правильного мышления» и «структуры рассуждения». Типичные задачи включают анализ логических парадоксов, формализацию рассуждений и проверку корректности умозаключений. Результаты исследований применяются в теоретической информатике и методологии научного познания.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_21_31,02.21.31,Логические системы и исчисления,Раздел: ФИЛОСОФИЯ. Область: Логика. Логические системы и исчисления,3,Логические системы и исчисления,"Логические системы и исчисления (02.21.31) — раздел логики в рамках философского знания, посвящённый изучению формализованных структур для представления и анализа рассуждений. В рамках этого направления исследуются формальные языки, правила вывода (inference rules), аксиоматические системы и семантика логических конструкций. К родственным понятиям относятся «формальные логические системы» и «теории логического вывода». Типичные задачи включают построение и анализ исчисления высказываний (propositional calculus) и исчисления предикатов (predicate calculus), проверку корректности логических систем, исследование их свойств — непротиворечивости, полноты и разрешимости. Результаты находят применение в информатике (в частности, в области искусственного интеллекта) и математической логике.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_21_41,02.21.41,Отдельные понятия и проблемы логики,Раздел: ФИЛОСОФИЯ. Область: Логика. Отдельные понятия и проблемы логики,3,Отдельные понятия и проблемы логики,"Раздел «Отдельные понятия и проблемы логики» (02.21.41) в рамках области «Логика» дисциплины «Философия» посвящён анализу базовых логических категорий и исследованию специфических проблем логического характера. В фокусе внимания — такие понятия, как суждение (judgment), умозаключение (inference), парадокс (paradox), логическая противоречивость (logical inconsistency). Концепт охватывает вопросы трактовки логических терминов, разрешения семантических и синтаксических коллизий, анализа парадоксов и антиномий. Среди типичных задач — выявление условий истинности высказываний, построение контрпримеров для опровержения тезисов, формализация рассуждений. Результаты исследований в этой области находят применение в теоретической информатике и разработке систем искусственного интеллекта.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_31_01,02.31.01,Общие вопросы,Раздел: ФИЛОСОФИЯ. Область: Философия и методология науки. Общие вопросы,3,Общие вопросы,"Раздел «Философия и методология науки» включает подраздел «Общие вопросы» (02.31.01), который охватывает базовые аспекты осмысления науки как феномена. В рамках этого концепта исследуются такие понятия, как научное познание (scientific cognition), эпистемология (epistemology), научная рациональность (scientific rationality) и структура научного знания (structure of scientific knowledge). Родственные понятия — основы философии науки, фундаментальные проблемы научного познания. Типичные задачи: анализ критериев научности, изучение этапов развития научной теории, сопоставление эмпирического и теоретического уровней познания. Прикладная значимость проявляется, например, в совершенствовании образовательных программ по философии и в методологическом обеспечении междисциплинарных исследований.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_31_21,02.31.21,Философские и методологические проблемы науки и научного знания в целом,Раздел: ФИЛОСОФИЯ. Область: Философия и методология науки. Философские и методологические проблемы науки и научного знания в целом,3,Философские и методологические проблемы науки и научного знания в целом,"Концепт «Философские и методологические проблемы науки и научного знания в целом» (код 02.31.21) в рамках раздела «Философия и методология науки» охватывает исследования фундаментальных вопросов, касающихся природы научного знания, его структуры и границ. В центре внимания — такие категории, как истина (truth), объективность (objectivity), научная рациональность (scientific rationality) и критерии научности (criteria of scientificity). К ключевым задачам относятся анализ структуры научного познания, изучение динамики развития научных теорий и проблема демаркации науки и ненауки (demarcation problem). Синонимичные обозначения тематики — «основания науки», «философия науки», «методология научного познания». Среди прикладных областей — формирование образовательных программ по естественно‑научным и гуманитарным дисциплинам, а также экспертиза исследовательских проектов на соответствие научным стандартам.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_31_31,02.31.31,"Философские и методологические проблемы математических, естественных и технических наук","Раздел: ФИЛОСОФИЯ. Область: Философия и методология науки. Философские и методологические проблемы математических, естественных и технических наук",3,"Философские и методологические проблемы математических, естественных и технических наук","Концепт «Философские и методологические проблемы математических, естественных и технических наук» (02.31.31) относится к области «Философия и методология науки» и охватывает исследование фундаментальных вопросов, связанных с природой научного знания в указанных дисциплинах. В рамках направления анализируются такие понятия, как научная теория (scientific theory), эмпирическая проверка (empirical verification), научный метод (scientific method) и парадигма (paradigm). Родственные понятия — философия естествознания, методология научно‑технического познания. Среди ключевых задач — изучение критериев научности, границ применимости математических моделей, соотношения теории и эксперимента. Прикладные аспекты затрагивают, например, развитие искусственного интеллекта и интерпретацию результатов физических экспериментов.",YandexGPT-235B v2
http://example.org/competencies#GRNTI_02_31_55,02.31.55,Философские и методологические проблемы общественных наук,Раздел: ФИЛОСОФИЯ. Область: Философия и методология науки. Философские и методологические проблемы общественных наук,3,Философские и методологические проблемы общественных наук,"Концепт «Философские и методологические проблемы общественных наук» (02.31.55) в рамках раздела «Философия и методология науки» охватывает анализ фундаментальных вопросов, связанных с природой, структурой и обоснованием знания в сфере социальных дисциплин. В центре внимания — такие категории, как научная парадигма (scientific paradigm), эпистемология (epistemology), методологическая рефлексия, социальная онтология (social ontology). Исследуются проблемы объективности социального познания, критерии научности в общественных науках, соотношение количественных и качественных методов. К ключевым задачам относятся определение границ применимости естественно‑научных методов в социологии и экономике, анализ ценностной нагруженности социальных теорий, разработка адекватных моделей объяснения социальных явлений. Прикладное значение концепта проявляется, в частности, в совершенствовании исследовательских программ в политологии и культурной антропологии.",YandexGPT-235B v2
