doc_id,segment_index,segment_text,top_code,top_label,grnti_codes
gisnauka_20,3,"Методология исследования: синтез научных парадигм, используемых для исследования региональной истории: теории колонизационного процесса;",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.01.07;03.23.07;03.23.31;03.23.55;03.29.00
gisnauka_20,4,"«фронтирная» теория; теория «нового регионализма»; концепция «интегральной истории» с применением общенаучных (системный, структурно-функциональный, феноменологический и т.п.), исторических (историко-генетический, историко-сравнительный и др.) методов и методов смежных социально-гуманитарных наук (геополитический, статистический и т.п.).",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.01.07;03.23.07;03.23.31;03.23.55;03.29.00
gisnauka_22,0,Социально-экономическое развитие стран Ближнего и Постсоветского Востока и их положение в системе международных отношений,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,1,"Отчет по теме НИР, реализованный под руководством доктора политических наук В.А. Аваткова, представляет промежуточные результаты исследования социально-экономического развития стран Ближнего и Постсоветского Востока.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,2,"Основной акцент в рамках проведенной работы был сделан на исследование социально-экономического положения государств регионов, определение конструктивного и деструктивного воздействия мировых держав на развитие ситуации в регионах, оценку существующего баланса социально-экономических и политических сил государств регионов.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,3,"Коллектив в составе доктора и кандидата наук, а также молодых исследователей без ученых степеней (доля научных работников моложе 40 лет составила 100%) опубликовал в ходе реализации проекта свыше 50 научных работ, включая 1 коллективную монографию, 33 статья из перечня ЕГПНИ, 2 реферативных сборника и 2 справочника.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,4,Также в ходе реализации НИР исполнителем В.Д. Останиным-Головней 30 сентября 2025 г. была успешно пройдена защита диссертации на тему «Религиозный фактор во внешней политики Саудовской Аравии (1979–2019 гг.)» на соискание ученой степени кандидата исторических наук по специальности 5.6.7.,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,5,"История международных отношений и внешней политике в Диссертационном совете 05.2.001.02, созданном на базе ФГБОУ ВО «Дипломатическая академия Министерства иностранных дел Российской Федерации».",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,6,Исполнителем А.И. Сбитневой 09 декабря 2025 г. была успешно пройдена защита диссертации на тему «Турецкая Республика в урегулировании конфликтов в условиях кризиса современной системы международной и региональной безопасности» на соискание ученой степени кандидата политических наук по специальности 5.5.4.,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,7,"Международные отношения, глобальные и региональные исследования в Диссертационном совете 05.2.001.01, созданном на базе ФГБОУ ВО «Дипломатическая академия Министерства иностранных дел Российской Федерации».",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,8,"Было организовано 13 научных мероприятий (включая круглые столы, открытые лекции и всероссийские конференции).",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_22,9,"Практические результаты проведенного исследования могут быть использованы в деятельности органов государственной власти, при подготовке учебных материалов, а также для дальнейшего проведения фундаментальных исследований по направлениям международные отношения, мировая политика, история международных отношений.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,11.25.19;11.25.25;11.25.40;11.25.42;11.25.91
gisnauka_25,0,"Российская империя: структуры государства, социум и экономика",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.23.00;03.29.00;03.81.00
gisnauka_25,1,Отдел Новой истории России – одно из ведущих научных подразделений в структуре СПбИИ РАН.,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.23.00;03.29.00;03.81.00
gisnauka_25,3,"Помимо этого, повышенное внимание традиционно уделяется специальным проблемам источниковедения и археографии, вопросам критического анализа и интерпретации источникового материала, истории исторической науки и отечественной историографической традиции.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.23.00;03.29.00;03.81.00
gisnauka_25,4,"В рамках научной работы, ведущейся по плановой теме, сотрудники в отчетном году были заняты архивными поисковыми исследованиями, источниковедческим изучением, археографической подготовкой и публикацией исторических источников, подготовкой сборников документов, сборников трудов научных конференций, написанием монографий, отдельных статей и публикаций, историографических трудов, рецензий и т.д.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.23.00;03.29.00;03.81.00
gisnauka_25,5,"В течение 2025 года сотрудниками в рамках работы по плановой теме было издано 2 книги и опубликовано 33 научных статей, в том числе 28 в журналах, входящих в «Белый список».",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.23.00;03.29.00;03.81.00
gisnauka_30,0,«Антропологические интервью с жителями РФ: «Восприятие стратегических документов 1960-х-2010-х гг. в контексте их влияния на повседневную жизнь»,04,СОЦИОЛОГИЯ,03.41.01;03.61.21
gisnauka_30,1,База данных предназначена для анализа восприятия социально-экономических изменений в России в позднесоветский и постсоветский периоды.,04,СОЦИОЛОГИЯ,03.41.01;03.61.21
gisnauka_30,2,"Она включает антропологические интервью с жителями, посвящённые воспоминаниям о повседневной жизни с 1960-х по 2020-е годы.",04,СОЦИОЛОГИЯ,03.41.01;03.61.21
gisnauka_30,5,"Область использования – исторические, социо-гуманитарные дисциплины.",04,СОЦИОЛОГИЯ,03.41.01;03.61.21
gisnauka_30,6,"База данных предназначена для историков, социологов и культурологов, а также для учебных целей, демонстрируя методику работы с устными источниками и служит материалом для студенческих исследований.",04,СОЦИОЛОГИЯ,03.41.01;03.61.21
gisnauka_31,0,РЕГУЛИРОВАНИЕ ДЕМОГРАФИЧЕСКОГО ПОВЕДЕНИЯ НАСЕЛЕНИЯ СЕЛЬСКИХ ТЕРРИТОРИЙ ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОГО ЭКОНОМИЧЕСКОГО РАЙОНА КАК ОСНОВНОЙ МЕХАНИЗМ СОЦИАЛЬНОГО ВОСПРОИЗВОДСТВА В УСЛОВИЯХ ДЕПОПУЛЯЦИИ (заключительный),04,СОЦИОЛОГИЯ,05.11.21;05.11.69;05.11.91
gisnauka_31,1,Объект исследования: демографическое поведение населения сельских территорий Центрально-Чернозёмного экономического района в условиях депопуляции.,04,СОЦИОЛОГИЯ,05.11.21;05.11.69;05.11.91
gisnauka_31,2,Основная цель исследования заключается в изучении демографического поведения населения сельских территорий Центрально-Чернозёмного экономического района как основного механизма социального воспроизводства в условиях депопуляции и разработке на этой основе рекомендаций по повышению эффективности региональной демографической политики.,04,СОЦИОЛОГИЯ,05.11.21;05.11.69;05.11.91
