doc_id,segment_index,segment_text,leaf_code,top_section
gisnauka_176,0,Методы математической кибернетики в задачах теории управляющих систем,00.77.00,00
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.51.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_144,0,Религиозное мифотворчество в обыденной религиозности населения Байкальского региона,02.71.00,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_84,0,«ИССЛЕДОВАНИЕ ДУХОВНЫХ АСПЕКТОВ ФЕНОМЕНА СОЦИАЛЬНОЙ БЕЗОПАСНОСТИ»,02.15.61,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.41,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.61.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",02.01.00,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.15.99,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02.41.21,02
gisnauka_145,0,Социокультурные особенности репрезентации религиозного опыта в общественных науках советского периода,02.91.91,02
gisnauka_20,0,"Социально-институциональные механизмы развития регионализма на востоке России: теоретические, историографические и источниковедческие аспекты",03.01.07,03
gisnauka_1,0,Наука и научно-техническая политика в индустриальных и постиндустриальных обществах: исторический опыт и перспективы трансформаций,03.09.03,03
gisnauka_18,0,География власти в городах Центральной Испании к концу XIII – середине XIV вв.,03.09.25,03
gisnauka_13,0,ОТЧЕТ О НАУЧНО-ИССЛЕДОВАТЕЛЬСКОЙ РАБОТЕ Отчет о выполнении проекта РНФ № 25-27-00357 «Климато-гидрологические события в период раннего средневековья (VI-X вв.) на территории дельты р. Волги» в 2025 году (промежуточный),03.23.23,03
gisnauka_20,0,"Социально-институциональные механизмы развития регионализма на востоке России: теоретические, историографические и источниковедческие аспекты",03.23.07,03
gisnauka_25,0,"Российская империя: структуры государства, социум и экономика",03.23.00,03
gisnauka_113,0,Культурное пространство Урала: археологические и этнологические исследования,03.61.91,03
gisnauka_20,0,"Социально-институциональные механизмы развития регионализма на востоке России: теоретические, историографические и источниковедческие аспекты",03.23.31,03
gisnauka_20,0,"Социально-институциональные механизмы развития регионализма на востоке России: теоретические, историографические и источниковедческие аспекты",03.23.55,03
gisnauka_139,0,Ислам в советской историографической традиции: политика государства и исторические исследования,03.01.09,03
gisnauka_30,0,«Антропологические интервью с жителями РФ: «Восприятие стратегических документов 1960-х-2010-х гг. в контексте их влияния на повседневную жизнь»,03.61.21,03
gisnauka_156,0,Тамбовский род дворян Давыдовых: вклад в историю России и губернии (конец XVIII в. - первая четверть XX в.),03.81.25,03
gisnauka_153,0,Вклад субъектов Федерации в отношения России со странами Латинской Америки (1993 - 2012 гг.),03.09.55,03
gisnauka_113,0,Культурное пространство Урала: археологические и этнологические исследования,03.41.91,03
